,id_x,type,description,url,pacient_id,user_id_x,created_at_x,updated_at_x,id_y,name_x,Unnamed: 0_x,id_x,name_y,birth_date,taxpayer_registry,registration_completed,gender,mothers_name,image_url,registration_completed_at,created_at_y,updated_at_y,Unnamed: 0_y,id_y,central_temperature,cardio_frequency,resp_frequency,total_leucocyto,left_deviation,sistolic_arterial_pressure,average_arterial_pressure,oliguria,creatinine,pao2_fio2_relation,spo2,platelet,lactate,consciousness_status,bilirubin,user_id_y,created_at,updated_at
55,66,organic_disfunction,Paula o paciente Jodi Kimbrough precisa de você !,,66,12,2019-03-31 08:28:03.860453,2019-03-31 08:28:03.860628,12,Paula,65,66,Jodi Kimbrough,24/09/1989,37184505291,0,F,Mary Weiss,,2019-03-31 06:51:41.133189,2019-03-31 06:51:41.133269,2019-03-31 06:51:41.133347,65,66,39,89,27,15978,1,106,53,0.6365142307768783,0.5874622419890153,329,1,143384,0,0,1,13,2019-03-31 06:20:34.975016,2019-03-31 06:20:34.975103
56,69,organic_disfunction,Paula o paciente Enrique Christensen precisa de você !,,69,12,2019-03-31 08:28:03.860456,2019-03-31 08:28:03.860631,12,Paula,68,69,Enrique Christensen,21/10/2003,38783503452,0,M,Jacqueline Kelley,,2019-03-31 06:51:41.133190,2019-03-31 06:51:41.133270,2019-03-31 06:51:41.133348,68,69,39,136,24,11713,0,127,42,0.28140388226738744,1.9800434674932843,267,0,178925,0,0,1,11,2019-03-31 06:20:34.975017,2019-03-31 06:20:34.975104
57,80,organic_disfunction,Paula o paciente Jasper Sullivan precisa de você !,,80,12,2019-03-31 08:28:03.860467,2019-03-31 08:28:03.860642,12,Paula,79,80,Jasper Sullivan,29/12/1958,12157223400,0,M,Alicia Garcia,,2019-03-31 06:51:41.133194,2019-03-31 06:51:41.133273,2019-03-31 06:51:41.133351,79,80,40,101,24,10710,1,66,61,0.7367499102929644,1.3818694052373222,288,0,142672,0,0,0,13,2019-03-31 06:20:34.975023,2019-03-31 06:20:34.975110
58,85,SIRS,Paula o paciente Justin Dempsey precisa de você !,,85,12,2019-03-31 08:28:03.860472,2019-03-31 08:28:03.860647,12,Paula,84,85,Justin Dempsey,13/04/1999,32148095910,0,M,Carole Fix,,2019-03-31 06:51:41.133195,2019-03-31 06:51:41.133275,2019-03-31 06:51:41.133353,84,85,39,123,28,10905,1,77,77,0.6064476111637299,2.7659330536260742,253,0,137751,0,0,1,10,2019-03-31 06:20:34.975025,2019-03-31 06:20:34.975112
59,97,organic_disfunction,Paula o paciente Michael Johnson precisa de você !,,97,12,2019-03-31 08:28:03.860484,2019-03-31 08:28:03.860659,12,Paula,96,97,Michael Johnson,28/11/1988,11752104662,0,F,Rita Johnson,,2019-03-31 06:51:41.133199,2019-03-31 06:51:41.133279,2019-03-31 06:51:41.133357,96,97,39,151,22,2647,0,76,47,0.31525633467749664,1.686888205754397,327,1,76228,1,0,1,13,2019-03-31 06:20:34.975031,2019-03-31 06:20:34.975117
60,18,organic_disfunction,Pedro o paciente Alberto Waller precisa de você !,,18,10,2019-03-31 08:28:03.860408,2019-03-31 08:28:03.860583,10,Pedro,17,18,Alberto Waller,08/03/1943,24126767467,1,F,Blanche Scarborough,,2019-03-31 06:51:41.133174,2019-03-31 06:51:41.133253,2019-03-31 06:51:41.133328,17,18,37,86,28,5488,1,88,48,0.5156178628142942,2.9553572619273387,275,1,85890,0,0,1,13,2019-03-31 06:20:34.974994,2019-03-31 06:20:34.975081
61,21,SIRS,Pedro o paciente Jesus Moore precisa de você !,,21,10,2019-03-31 08:28:03.860411,2019-03-31 08:28:03.860586,10,Pedro,20,21,Jesus Moore,17/11/1994,45703190218,1,F,Amber Smith,,2019-03-31 06:51:41.133174,2019-03-31 06:51:41.133254,2019-03-31 06:51:41.133330,20,21,40,112,27,16815,1,99,79,0.4841029047192349,0.7550069933756677,237,0,186962,0,0,0,13,2019-03-31 06:20:34.974995,2019-03-31 06:20:34.975082
62,22,SIRS,Pedro o paciente David Hurley precisa de você !,,22,10,2019-03-31 08:28:03.860412,2019-03-31 08:28:03.860587,10,Pedro,21,22,David Hurley,11/09/1993,23919421951,1,F,Lynn Quirk,,2019-03-31 06:51:41.133175,2019-03-31 06:51:41.133255,2019-03-31 06:51:41.133330,21,22,40,168,25,16214,1,108,48,0.370768085560312,2.8562273904300235,207,1,151393,0,0,0,12,2019-03-31 06:20:34.974995,2019-03-31 06:20:34.975082
63,29,SIRS,Pedro o paciente Jennifer Ramirez precisa de você !,,29,10,2019-03-31 08:28:03.860419,2019-03-31 08:28:03.860593,10,Pedro,28,29,Jennifer Ramirez,06/06/1957,38784548394,0,F,Mary Durham,,2019-03-31 06:51:41.133177,2019-03-31 06:51:41.133257,2019-03-31 06:51:41.133334,28,29,37,109,15,9457,1,107,41,0.7052578725483216,2.4047393891896838,345,1,113585,0,0,1,12,2019-03-31 06:20:34.974999,2019-03-31 06:20:34.975086
64,32,SIRS,Pedro o paciente Alonzo Salvo precisa de você !,,32,10,2019-03-31 08:28:03.860421,2019-03-31 08:28:03.860596,10,Pedro,31,32,Alonzo Salvo,13/09/1983,27458616282,0,M,Joan Deyo,,2019-03-31 06:51:41.133178,2019-03-31 06:51:41.133258,2019-03-31 06:51:41.133336,31,32,40,151,23,8869,0,129,75,0.7220323357177856,2.439536056238735,208,1,184335,1,0,1,10,2019-03-31 06:20:34.975000,2019-03-31 06:20:34.975087
65,33,SIRS,Pedro o paciente George Larson precisa de você !,,33,10,2019-03-31 08:28:03.860422,2019-03-31 08:28:03.860597,10,Pedro,32,33,George Larson,15/05/2004,12983190949,1,M,Marie Nichelson,,2019-03-31 06:51:41.133178,2019-03-31 06:51:41.133258,2019-03-31 06:51:41.133336,32,33,36,65,22,4151,0,94,45,0.30297057214079537,1.3987995938383702,256,1,128786,1,0,0,11,2019-03-31 06:20:34.975000,2019-03-31 06:20:34.975088
66,44,organic_disfunction,Pedro o paciente Alexander Wooley precisa de você !,,44,10,2019-03-31 08:28:03.860433,2019-03-31 08:28:03.860608,10,Pedro,43,44,Alexander Wooley,07/03/1960,36281854410,1,M,Patricia Brown,,2019-03-31 06:51:41.133182,2019-03-31 06:51:41.133262,2019-03-31 06:51:41.133340,43,44,36,97,25,17990,1,85,69,0.42942374801624,2.0568184886695327,175,1,132070,1,0,1,10,2019-03-31 06:20:34.975006,2019-03-31 06:20:34.975093
67,47,organic_disfunction,Pedro o paciente Ida Mcclanan precisa de você !,,47,10,2019-03-31 08:28:03.860435,2019-03-31 08:28:03.860610,10,Pedro,46,47,Ida Mcclanan,04/04/1975,29895455665,0,F,Yvonne Badger,,2019-03-31 06:51:41.133183,2019-03-31 06:51:41.133263,2019-03-31 06:51:41.133340,46,47,40,96,20,17812,0,66,55,0.6449317053795008,0.7673478066802661,233,0,191845,0,0,0,10,2019-03-31 06:20:34.975007,2019-03-31 06:20:34.975094
68,52,SIRS,Pedro o paciente Fred Ruiz precisa de você !,,52,10,2019-03-31 08:28:03.860440,2019-03-31 08:28:03.860615,10,Pedro,51,52,Fred Ruiz,24/12/1998,42321034891,0,F,Samantha Calleja,,2019-03-31 06:51:41.133184,2019-03-31 06:51:41.133264,2019-03-31 06:51:41.133342,51,52,35,124,17,18193,1,88,52,0.3748120749139226,2.4238348537882337,264,0,150877,1,0,1,13,2019-03-31 06:20:34.975010,2019-03-31 06:20:34.975096
69,53,SIRS,Pedro o paciente Edna Rudnicki precisa de você !,,53,10,2019-03-31 08:28:03.860441,2019-03-31 08:28:03.860616,10,Pedro,52,53,Edna Rudnicki,30/04/2003,40867620205,1,F,Sandra Jackson,,2019-03-31 06:51:41.133185,2019-03-31 06:51:41.133264,2019-03-31 06:51:41.133342,52,53,39,93,15,18772,1,93,59,0.5012219897339003,2.8650261998324904,168,0,124490,0,0,1,12,2019-03-31 06:20:34.975010,2019-03-31 06:20:34.975097
70,58,organic_disfunction,Pedro o paciente Kenneth Maxfield precisa de você !,,58,10,2019-03-31 08:28:03.860446,2019-03-31 08:28:03.860621,10,Pedro,57,58,Kenneth Maxfield,05/04/1987,11077249938,0,F,Melanie Ramsey,,2019-03-31 06:51:41.133186,2019-03-31 06:51:41.133266,2019-03-31 06:51:41.133344,57,58,35,171,18,8083,0,93,50,0.43714630855408176,2.0232561686467827,317,0,85747,1,0,1,10,2019-03-31 06:20:34.975012,2019-03-31 06:20:34.975099
71,60,SIRS,Pedro o paciente Zula Luna precisa de você !,,60,10,2019-03-31 08:28:03.860448,2019-03-31 08:28:03.860623,10,Pedro,59,60,Zula Luna,09/12/1945,25838763333,1,M,Maria Mcglothlin,,2019-03-31 06:51:41.133187,2019-03-31 06:51:41.133267,2019-03-31 06:51:41.133345,59,60,35,112,28,14090,1,95,72,0.28355225651070143,1.2890086288194822,354,0,113752,0,0,0,11,2019-03-31 06:20:34.975013,2019-03-31 06:20:34.975100
72,63,organic_disfunction,Pedro o paciente Katherine Johnson precisa de você !,,63,10,2019-03-31 08:28:03.860451,2019-03-31 08:28:03.860626,10,Pedro,62,63,Katherine Johnson,07/05/1971,13215620436,1,M,Bertha Berner,,2019-03-31 06:51:41.133188,2019-03-31 06:51:41.133268,2019-03-31 06:51:41.133346,62,63,40,114,22,9612,0,117,47,0.32043782702380796,1.6543824094586417,176,1,120448,0,0,0,11,2019-03-31 06:20:34.975015,2019-03-31 06:20:34.975102
73,64,organic_disfunction,Pedro o paciente Gillian Whiting precisa de você !,,64,10,2019-03-31 08:28:03.860451,2019-03-31 08:28:03.860627,10,Pedro,63,64,Gillian Whiting,05/06/1941,13640804465,1,F,Lacy Flenard,,2019-03-31 06:51:41.133188,2019-03-31 06:51:41.133268,2019-03-31 06:51:41.133346,63,64,37,99,20,13876,0,93,79,0.4855046110048026,2.6364568875895107,364,0,50484,0,0,0,13,2019-03-31 06:20:34.975015,2019-03-31 06:20:34.975102
74,67,SIRS,Pedro o paciente Nathan Tade precisa de você !,,67,10,2019-03-31 08:28:03.860454,2019-03-31 08:28:03.860629,10,Pedro,66,67,Nathan Tade,14/05/1987,12048845431,0,M,Sandra Waits,,2019-03-31 06:51:41.133189,2019-03-31 06:51:41.133269,2019-03-31 06:51:41.133347,66,67,35,78,25,3521,1,121,51,0.5127320309879269,0.901815810526016,261,1,55183,1,0,1,10,2019-03-31 06:20:34.975016,2019-03-31 06:20:34.975103
75,70,SIRS,Pedro o paciente Bryan Buchanan precisa de você !,,70,10,2019-03-31 08:28:03.860457,2019-03-31 08:28:03.860632,10,Pedro,69,70,Bryan Buchanan,01/12/1979,12754992384,0,M,Terrie Morales,,2019-03-31 06:51:41.133190,2019-03-31 06:51:41.133270,2019-03-31 06:51:41.133348,69,70,40,136,20,6995,1,68,67,0.3439941591066633,2.107568192570093,371,1,142128,1,0,1,12,2019-03-31 06:20:34.975018,2019-03-31 06:20:34.975105
76,74,SIRS,Pedro o paciente Karen Hulsey precisa de você !,,74,10,2019-03-31 08:28:03.860462,2019-03-31 08:28:03.860637,10,Pedro,73,74,Karen Hulsey,20/06/1968,21850343069,1,M,Anne Brown,,2019-03-31 06:51:41.133192,2019-03-31 06:51:41.133271,2019-03-31 06:51:41.133349,73,74,38,60,22,16695,1,90,70,0.5606099827644384,0.9935476050305344,328,0,57439,0,0,0,13,2019-03-31 06:20:34.975020,2019-03-31 06:20:34.975107
77,75,SIRS,Pedro o paciente David Crosby precisa de você !,,75,10,2019-03-31 08:28:03.860463,2019-03-31 08:28:03.860638,10,Pedro,74,75,David Crosby,20/04/1947,10432523715,1,M,Edna Hoefling,,2019-03-31 06:51:41.133192,2019-03-31 06:51:41.133272,2019-03-31 06:51:41.133350,74,75,40,114,25,6041,1,116,77,0.7295317989687281,1.199391271527259,162,1,56557,1,0,0,12,2019-03-31 06:20:34.975020,2019-03-31 06:20:34.975107
78,76,organic_disfunction,Pedro o paciente Carlos King precisa de você !,,76,10,2019-03-31 08:28:03.860464,2019-03-31 08:28:03.860639,10,Pedro,75,76,Carlos King,24/01/1987,15935566586,1,F,Colleen Chisholm,,2019-03-31 06:51:41.133192,2019-03-31 06:51:41.133272,2019-03-31 06:51:41.133350,75,76,36,71,28,3534,0,78,66,0.3255165876955552,1.5531188672157767,325,0,96122,0,0,0,10,2019-03-31 06:20:34.975021,2019-03-31 06:20:34.975108
79,77,organic_disfunction,Pedro o paciente Grace Lewis precisa de você !,,77,10,2019-03-31 08:28:03.860465,2019-03-31 08:28:03.860639,10,Pedro,76,77,Grace Lewis,22/01/1977,39070342191,0,M,Clorinda Higgins,,2019-03-31 06:51:41.133193,2019-03-31 06:51:41.133272,2019-03-31 06:51:41.133350,76,77,38,84,23,3079,1,67,72,0.2620406456436193,1.446814128812567,313,1,154821,1,0,1,13,2019-03-31 06:20:34.975021,2019-03-31 06:20:34.975108
80,81,organic_disfunction,Pedro o paciente Jessie Deoliveira precisa de você !,,81,10,2019-03-31 08:28:03.860468,2019-03-31 08:28:03.860643,10,Pedro,80,81,Jessie Deoliveira,10/01/1987,38801702069,1,F,Elizabeth Edwards,,2019-03-31 06:51:41.133194,2019-03-31 06:51:41.133274,2019-03-31 06:51:41.133352,80,81,35,105,22,15229,0,95,42,0.4046700941836845,1.7476649416037633,351,1,187287,0,0,1,12,2019-03-31 06:20:34.975023,2019-03-31 06:20:34.975110
81,83,organic_disfunction,Pedro o paciente Charles Marston precisa de você !,,83,10,2019-03-31 08:28:03.860470,2019-03-31 08:28:03.860645,10,Pedro,82,83,Charles Marston,21/09/2000,33284335358,1,F,Carol Campbell,,2019-03-31 06:51:41.133194,2019-03-31 06:51:41.133274,2019-03-31 06:51:41.133352,82,83,38,100,26,10867,0,103,48,0.6533320743798586,0.7921398776399473,218,0,75791,0,0,1,12,2019-03-31 06:20:34.975024,2019-03-31 06:20:34.975111
82,84,organic_disfunction,Pedro o paciente Bob Anderson precisa de você !,,84,10,2019-03-31 08:28:03.860471,2019-03-31 08:28:03.860646,10,Pedro,83,84,Bob Anderson,17/12/1998,29782608472,1,M,Kristen Glinski,,2019-03-31 06:51:41.133195,2019-03-31 06:51:41.133275,2019-03-31 06:51:41.133352,83,84,38,80,23,12637,1,107,57,0.28422407419373363,1.7386774508674017,251,1,112137,0,0,0,13,2019-03-31 06:20:34.975025,2019-03-31 06:20:34.975111
83,89,organic_disfunction,Pedro o paciente Jay Moore precisa de você !,,89,10,2019-03-31 08:28:03.860476,2019-03-31 08:28:03.860650,10,Pedro,88,89,Jay Moore,28/06/1994,23961141760,1,F,Myrtle Battaglia,,2019-03-31 06:51:41.133196,2019-03-31 06:51:41.133276,2019-03-31 06:51:41.133354,88,89,40,142,25,5477,0,109,57,0.4635363322347359,0.6137823234665556,348,0,122493,0,0,0,10,2019-03-31 06:20:34.975027,2019-03-31 06:20:34.975114
84,94,SIRS,Pedro o paciente Trisha Austin precisa de você !,,94,10,2019-03-31 08:28:03.860481,2019-03-31 08:28:03.860656,10,Pedro,93,94,Trisha Austin,07/06/1977,41565026362,0,M,Jacqueline Bandy,,2019-03-31 06:51:41.133198,2019-03-31 06:51:41.133278,2019-03-31 06:51:41.133356,93,94,36,89,21,7479,0,87,46,0.5765592264178583,1.439251911762478,199,1,91279,0,0,1,12,2019-03-31 06:20:34.975029,2019-03-31 06:20:34.975116
85,96,organic_disfunction,Pedro o paciente Hilda Brenner precisa de você !,,96,10,2019-03-31 08:28:03.860483,2019-03-31 08:28:03.860658,10,Pedro,95,96,Hilda Brenner,22/11/1951,30404770824,0,M,Lorena Morgan,,2019-03-31 06:51:41.133199,2019-03-31 06:51:41.133278,2019-03-31 06:51:41.133356,95,96,35,167,26,5533,0,80,76,0.26630182374470984,2.337400351146912,281,1,199430,1,0,0,11,2019-03-31 06:20:34.975030,2019-03-31 06:20:34.975117
